Car	[203, 520, 95, 75]
Car	[195, 521, 93, 74]
Car	[187, 520, 88, 72]
Car	[181, 521, 86, 70]
Car	[175, 520, 84, 69]
Car	[167, 521, 79, 66]
Car	[162, 521, 78, 66]
Car	[155, 521, 74, 64]
Car	[152, 521, 72, 63]
Car	[146, 521, 71, 62]
Car	[141, 521, 69, 59]
Car	[136, 522, 67, 58]
Car	[131, 522, 65, 56]
Car	[126, 522, 65, 57]
Car	[124, 522, 60, 54]
Car	[120, 521, 61, 54]
Car	[116, 522, 60, 51]
Car	[113, 522, 59, 51]
Car	[110, 522, 55, 50]
Car	[107, 522, 55, 50]
Car	[103, 522, 53, 47]
Car	[100, 522, 53, 47]
Car	[98, 522, 52, 47]
Car	[96, 522, 50, 47]
Car	[92, 522, 49, 47]
Car	[90, 522, 49, 47]
Car	[87, 523, 49, 45]
Car	[85, 524, 48, 44]
Car	[83, 523, 48, 43]
Car	[81, 523, 47, 43]
Car	[79, 524, 46, 42]
Car	[76, 523, 46, 43]
Car	[74, 523, 45, 41]
Car	[183, 642, 140, 108]
Car	[72, 523, 44, 41]
Car	[71, 523, 44, 41]
Car	[69, 523, 42, 41]
Car	[67, 523, 40, 39]
Car	[65, 524, 41, 39]
Car	[64, 523, 41, 38]
Car	[63, 524, 40, 37]
Car	[61, 524, 41, 36]
Car	[60, 524, 39, 36]
Car	[58, 524, 39, 35]
Car	[56, 523, 38, 37]
Car	[55, 522, 37, 35]
Car	[55, 522, 38, 35]
Car	[54, 522, 36, 35]
Car	[53, 523, 36, 34]
Car	[50, 522, 35, 35]
Car	[50, 522, 34, 35]
Car	[49, 522, 34, 34]
Car	[47, 521, 33, 33]
Car	[46, 521, 34, 33]
Car	[45, 521, 33, 33]
Car	[44, 522, 33, 33]
Car	[43, 521, 33, 33]
Car	[42, 521, 33, 33]
Car	[41, 522, 33, 32]
Car	[40, 521, 33, 31]
Car	[40, 521, 32, 32]
Car	[39, 521, 31, 32]
Car	[39, 521, 32, 32]
Car	[38, 520, 32, 33]
Car	[37, 520, 32, 32]
Car	[36, 520, 32, 32]
Car	[35, 520, 31, 32]
Car	[33, 520, 31, 32]
Car	[32, 519, 30, 31]
Car	[31, 519, 31, 31]
Car	[31, 520, 30, 30]
Car	[30, 519, 30, 30]
Car	[29, 519, 30, 30]
Car	[28, 519, 30, 29]
Car	[27, 519, 29, 29]
Car	[27, 519, 29, 29]
Car	[27, 519, 29, 28]
Car	[26, 519, 28, 28]
Car	[25, 519, 29, 29]
Car	[25, 519, 29, 28]
Car	[25, 519, 28, 28]
Car	[24, 518, 29, 29]
Car	[23, 518, 29, 28]
Car	[23, 518, 30, 29]
Car	[22, 518, 30, 29]
Car	[21, 518, 30, 27]
Car	[20, 518, 29, 28]
Car	[20, 518, 29, 28]
Car	[20, 517, 28, 27]
Car	[19, 517, 28, 27]
Car	[19, 517, 28, 28]
Car	[18, 517, 28, 28]
Car	[17, 516, 29, 27]
Car	[17, 516, 29, 27]
Car	[17, 516, 28, 27]
Car	[16, 516, 28, 27]
Car	[16, 516, 28, 26]
Car	[15, 516, 28, 26]
Car	[15, 516, 28, 26]
Car	[14, 516, 27, 26]
